Age,Driving_experience,Bonus_Malus,Model,Brand,Vehicle_type,Steering_wheel_location,Color,Insurance_premium,Privileges,Car_age,Insurance_months,Region
27,8,5,Other,Other,Легковые автомобили,Слева,Белый,8827,Не инвалид,27,11,Актюбинская область
27,9,5,Other,Other,Легковые автомобили,Слева,Белый,4791,Не инвалид,36,6,Северо-Казахстанская область
39,15,6,Other,Other,Легковые автомобили,Слева,Прочие,3403,Не инвалид,41,6,Акмолинская область
63,20,8,Other,Other,Легковые автомобили,Слева,Белый,15260,Пенсионер ,13,12,Алматинская область
29,11,8,Other,Other,Легковые автомобили,Слева,Черный,5292,Не инвалид,14,6,Костанайская область
36,10,8,Other,Other,Легковые автомобили,Слева,Прочие,16023,Не инвалид,14,12,Алматинская область
61,19,9,Other,Other,Легковые автомобили,Слева,Белый,9421,Не инвалид,29,12,Алматинская область
42,2,8,Other,Other,Легковые автомобили,Слева,Белый,15260,Не инвалид,12,12,Алматинская область
65,19,8,Other,ЗИЛ,Грузовые,Слева,Прочие,11663,Инвалид ,43,12,Актюбинская область
53,20,8,Other,ЗИЛ,Грузовые,Слева,Прочие,7723,Не инвалид,31,6,Северо-Казахстанская область
53,20,8,Other,ЗИЛ,Грузовые,Слева,Прочие,7240,Не инвалид,33,6,Северо-Казахстанская область
34,12,8,Other,ЗИЛ,Грузовые,Слева,Прочие,11490,Не инвалид,34,12,Unknown
61,34,8,Other,ЗИЛ,Грузовые,Слева,Прочие,7282,Не инвалид,45,6,Алматинская область
50,32,6,Other,ЗИЛ,Грузовые,Слева,Прочие,8206,Не инвалид,36,6,Северо-Казахстанская область
73,10,8,Other,ЗИЛ,Грузовые,Слева,Прочие,6487,Не инвалид,33,6,Unknown
69,41,9,Other,ЗИЛ,Грузовые,Слева,Прочие,5377,Не инвалид,46,6,Unknown
40,10,8,Other,ЗИЛ,Грузовые,Слева,Прочие,5718,Не инвалид,59,6,Акмолинская область
63,6,4,Other,ЗИЛ,Грузовые,Слева,Прочие,14077,Не инвалид,32,6,Костанайская область
60,11,9,Other,ЗИЛ,Грузовые,Слева,Прочие,14711,Не инвалид,36,12,Карагандинская область
51,16,9,Other,ЗИЛ,Грузовые,Слева,Прочие,13607,Не инвалид,32,12,Актюбинская область
72,53,8,Other,ЗИЛ,Грузовые,Слева,Прочие,6209,Инвалид ,37,12,Мангистауская область
47,22,9,Other,ЗИЛ,Грузовые,Слева,Синий,10644,Не инвалид,42,12,Акмолинская область
50,9,9,Other,ЗИЛ,Грузовые,Слева,Прочие,59669,Не инвалид,31,12,Алматинская область
50,9,9,Other,ЗИЛ,Грузовые,Слева,Прочие,59669,Не инвалид,31,12,Алматинская область
72,20,9,Other,ЗИЛ,Грузовые,Слева,Прочие,14917,Инвалид ,33,12,Алматинская область
38,18,6,Other,ЗИЛ,Грузовые,Слева,Прочие,12924,Не инвалид,44,12,Алматинская область
41,20,8,Other,ЗИЛ,Грузовые,Слева,Прочие,5749,Не инвалид,43,6,Акмолинская область
53,30,9,Other,ЗИЛ,Грузовые,Слева,Прочие,5718,Не инвалид,37,6,Unknown
40,20,9,Other,ЗИЛ,Грузовые,Слева,Прочие,10644,Не инвалид,34,12,Unknown
40,20,9,Other,ЗИЛ,Грузовые,Слева,Синий,10644,Не инвалид,38,12,Unknown
38,12,9,Other,ЗИЛ,Грузовые,Слева,Прочие,15965,Не инвалид,41,12,Акмолинская область
31,11,4,Other,ЗИЛ,Грузовые,Слева,Прочие,7604,Не инвалид,45,6,Алматинская область
67,40,9,Other,ЗИЛ,Грузовые,Слева,Прочие,10644,Инвалид ,39,12,Костанайская область
35,16,7,Other,ЗИЛ,Грузовые,Слева,Прочие,15205,Не инвалид,39,12,Алматинская область
56,6,9,Other,ЗИЛ,Грузовые,Слева,Прочие,16155,Не инвалид,36,12,Акмолинская область
57,10,3,Other,ЗИЛ,Грузовые,Слева,Белый,7623,Не инвалид,26,6,Unknown
50,21,7,Other,ЗИЛ,Грузовые,Слева,Прочие,15551,Не инвалид,33,12,Актюбинская область
31,13,8,Other,ЗИЛ,Грузовые,Слева,Синий,6036,Не инвалид,32,6,Акмолинская область
33,12,8,Other,ЗИЛ,Грузовые,Слева,Прочие,11404,Не инвалид,39,12,Акмолинская область
42,13,8,Other,ЗИЛ,Грузовые,Слева,Прочие,11404,Не инвалид,45,12,Unknown
72,54,6,Other,ЗИЛ,Грузовые,Слева,Прочие,14294,Не инвалид,32,6,Астана
50,30,9,Other,ЗИЛ,Грузовые,Слева,Синий,10885,Не инвалид,38,12,Актюбинская область
36,18,4,Unknown,ЗИЛ,Грузовые,Слева,Белый,14445,Не инвалид,34,12,Unknown
36,18,5,Other,ЗИЛ,Грузовые,Слева,Прочие,12860,Не инвалид,25,12,Unknown
35,14,8,Other,ЗИЛ,Грузовые,Слева,Прочие,19479,Не инвалид,45,12,Unknown
51,33,6,Other,ЗИЛ,Грузовые,Слева,Прочие,8329,Не инвалид,35,6,Актюбинская область
67,19,9,Other,Other,Мотоциклы,Слева,Прочие,4128,Инвалид ,43,12,Павлодарская область
54,19,8,Unknown,Иж,Легковые автомобили,Слева,Прочие,7883,Не инвалид,35,12,Карагандинская область
34,12,8,Other,Иж,Легковые автомобили,Слева,Белый,11490,Не инвалид,38,12,Unknown
50,30,8,Other,Иж,Легковые автомобили,Слева,Прочие,12393,Не инвалид,23,11,Восточно-Казахстанская область
66,28,9,Other,Иж,Легковые автомобили,Слева,Прочие,5589,Не инвалид,37,12,Unknown
66,28,9,Other,Иж,Легковые автомобили,Слева,Прочие,6388,Не инвалид,37,12,Unknown
44,14,8,Other,Иж,Легковые автомобили,Слева,Синий,8983,Не инвалид,26,12,Акмолинская область
46,11,6,Other,Иж,Легковые автомобили,Слева,Прочие,12597,Не инвалид,21,12,Восточно-Казахстанская область
46,11,6,Other,Иж,Легковые автомобили,Слева,Прочие,11320,Не инвалид,21,11,Восточно-Казахстанская область
72,19,7,Other,Иж,Легковые автомобили,Слева,Синий,3992,Инвалид ,41,12,Акмолинская область
57,19,9,Other,Иж,Легковые автомобили,Слева,Красный,2795,Инвалид ,49,12,Астана
52,34,8,Other,Иж,Легковые автомобили,Слева,Прочие,7656,Не инвалид,38,12,Актюбинская область
63,20,9,Other,Иж,Легковые автомобили,Слева,Прочие,5589,Не инвалид,39,12,Костанайская область
50,32,8,Other,Иж,Легковые автомобили,Слева,Прочие,5544,Не инвалид,32,6,Костанайская область
59,21,7,Other,Иж,Легковые автомобили,Слева,Прочие,7985,Не инвалид,22,12,Акмолинская область
62,19,8,Other,Иж,Легковые автомобили,Слева,Белый,5988,Не инвалид,38,12,Акмолинская область
62,19,8,Other,Иж,Легковые автомобили,Слева,Белый,8384,Не инвалид,38,12,Акмолинская область
51,10,7,Other,Иж,Легковые автомобили,Слева,Красный,6388,Не инвалид,36,12,Костанайская область
41,19,7,Other,Иж,Легковые автомобили,Слева,Белый,17905,Не инвалид,22,12,Алматинская область
41,19,8,Other,Иж,Легковые автомобили,Слева,Белый,16786,Не инвалид,23,12,Алматинская область
42,21,6,Other,Иж,Легковые автомобили,Слева,Фиолетовый,14139,Не инвалид,22,12,Астана
47,19,6,Other,Иж,Легковые автомобили,Слева,Прочие,3403,Не инвалид,43,6,Северо-Казахстанская область
46,6,7,Other,Иж,Легковые автомобили,Слева,Белый,6109,Не инвалид,21,12,Туркестанская область
29,9,3,Other,Иж,Легковые автомобили,Слева,Прочие,23500,Не инвалид,46,12,Алматинская область
25,7,5,Other,Иж,Легковые автомобили,Слева,Белый,14597,Не инвалид,13,12,Астана
59,41,9,Other,Иж,Легковые автомобили,Слева,Прочие,4538,Не инвалид,19,6,Северо-Казахстанская область
57,19,9,Other,Иж,Легковые автомобили,Слева,Белый,15667,Не инвалид,23,12,Алматинская область
60,20,6,Other,Иж,Легковые автомобили,Слева,Прочие,3158,Инвалид ,36,6,Восточно-Казахстанская область
48,12,9,Unknown,Иж,Легковые автомобили,Слева,Синий,6987,Не инвалид,26,12,Актюбинская область
48,20,9,Other,Иж,Легковые автомобили,Слева,Прочие,10644,Не инвалид,48,12,Костанайская область
31,10,7,Other,Other,Автобусы,Слева,Красный,14004,Не инвалид,25,12,Акмолинская область
33,15,8,Other,КАМАЗ,Грузовые,Слева,Красный,16847,Не инвалид,35,12,Костанайская область
56,11,8,Other,КАМАЗ,Грузовые,Слева,Белый,11404,Не инвалид,43,12,Акмолинская область
36,18,8,Other,КАМАЗ,Грузовые,Слева,Прочие,11404,Не инвалид,46,12,Алматинская область
47,9,5,Other,КАМАЗ,Грузовые,Слева,Красный,28510,Не инвалид,36,12,Астана
59,19,8,Other,КАМАЗ,Грузовые,Слева,Прочие,7242,Не инвалид,40,6,Unknown
71,17,7,Other,КАМАЗ,Грузовые,Слева,Прочие,13685,Не инвалид,34,12,Астана
49,18,5,Other,КАМАЗ,Грузовые,Слева,Белый,13685,Не инвалид,45,12,Акмолинская область
53,12,3,Unknown,КАМАЗ,Грузовые,Слева,Прочие,12134,Не инвалид,13,9,Акмолинская область
38,20,8,Other,КАМАЗ,Грузовые,Слева,Синий,15021,Не инвалид,13,12,Актюбинская область
54,30,6,Other,КАМАЗ,Грузовые,Слева,Прочие,6480,Не инвалид,34,6,Unknown
41,23,6,Other,КАМАЗ,Грузовые,Слева,Прочие,25918,Не инвалид,12,12,Астана
41,20,8,Other,КАМАЗ,Грузовые,Слева,Желтый,13253,Не инвалид,14,12,Актюбинская область
55,18,9,Other,КАМАЗ,Грузовые,Слева,Красный,31965,Не инвалид,38,12,Алматинская область
43,20,8,Other,КАМАЗ,Грузовые,Слева,Прочие,10367,Не инвалид,19,12,Акмолинская область
50,9,8,Other,КАМАЗ,Грузовые,Слева,Прочие,5544,Не инвалид,18,6,Unknown
50,9,8,Other,КАМАЗ,Грузовые,Слева,Прочие,5226,Не инвалид,18,6,Unknown
52,13,9,Other,КАМАЗ,Грузовые,Слева,Прочие,26674,Не инвалид,40,12,Костанайская область
46,19,7,Other,КАМАЗ,Грузовые,Слева,Прочие,15205,Не инвалид,20,12,Акмолинская область
46,19,7,Other,КАМАЗ,Грузовые,Слева,Прочие,12164,Не инвалид,38,12,Акмолинская область
36,18,7,Other,КАМАЗ,Грузовые,Слева,Желтый,15205,Не инвалид,39,12,Акмолинская область
31,10,8,Other,КАМАЗ,Грузовые,Слева,Прочие,11404,Не инвалид,33,12,Unknown
54,12,8,Other,КАМАЗ,Грузовые,Слева,Прочие,17038,Не инвалид,32,12,Алматинская область
54,12,8,Other,КАМАЗ,Грузовые,Слева,Прочие,18454,Не инвалид,32,12,Алматинская область
64,24,5,Other,КАМАЗ,Грузовые,Слева,Прочие,15551,Инвалид ,33,12,Актюбинская область
28,10,8,Other,КАМАЗ,Грузовые,Слева,Серый,36227,Не инвалид,45,12,Алматинская область
39,17,5,Other,КАМАЗ,Грузовые,Слева,Прочие,13685,Не инвалид,38,12,Акмолинская область
39,17,5,Other,КАМАЗ,Грузовые,Слева,Серый,13685,Не инвалид,34,12,Акмолинская область
52,32,8,Other,КАМАЗ,Грузовые,Слева,Серый,6289,Не инвалид,33,6,Unknown
52,32,8,Other,КАМАЗ,Грузовые,Слева,Серый,5718,Не инвалид,33,6,Unknown
48,16,9,Other,КАМАЗ,Грузовые,Слева,Прочие,10644,Не инвалид,35,12,Акмолинская область
56,20,7,Other,КАМАЗ,Грузовые,Слева,Прочие,15205,Не инвалид,20,12,Акмолинская область
32,14,8,Other,КАМАЗ,Грузовые,Слева,Прочие,10616,Не инвалид,33,6,Костанайская область
28,10,8,Other,КАМАЗ,Грузовые,Слева,Прочие,10885,Не инвалид,13,12,Акмолинская область
52,31,9,Other,КАМАЗ,Грузовые,Слева,Белый,20644,Не инвалид,35,9,Восточно-Казахстанская область
52,19,9,Other,КАМАЗ,Грузовые,Слева,Серый,12924,Не инвалид,32,12,Акмолинская область
59,20,7,Other,КАМАЗ,Грузовые,Слева,Прочие,15551,Не инвалид,21,12,Unknown
43,23,9,Other,КАМАЗ,Грузовые,Слева,Красный,23988,Не инвалид,33,12,Восточно-Казахстанская область
45,20,9,Other,КАМАЗ,Грузовые,Слева,Красный,10644,Не инвалид,33,12,Акмолинская область
62,19,9,Other,КАМАЗ,Грузовые,Слева,Прочие,10644,Не инвалид,33,12,Астана
35,6,9,Other,КАМАЗ,Грузовые,Слева,Прочие,18246,Не инвалид,45,12,Акмолинская область
63,39,5,Unknown,КАМАЗ,Грузовые,Слева,Прочие,27214,Не инвалид,13,12,Астана
53,19,8,Other,КАМАЗ,Грузовые,Слева,Прочие,6497,Не инвалид,13,6,Акмолинская область
66,43,8,Unknown,КАМАЗ,Грузовые,Слева,Прочие,10616,Не инвалид,34,6,Костанайская область
55,18,8,Other,КАМАЗ,Грузовые,Слева,Прочие,13372,Не инвалид,42,11,Астана
48,9,6,Other,КАМАЗ,Грузовые,Слева,Прочие,23866,Не инвалид,46,12,Unknown
59,39,8,Other,КАМАЗ,Грузовые,Слева,Прочие,14579,Не инвалид,22,12,Актюбинская область
34,10,6,Other,КАМАЗ,Грузовые,Слева,Красный,12924,Не инвалид,40,12,Unknown
33,14,8,Other,КАМАЗ,Грузовые,Слева,Прочие,11404,Не инвалид,34,12,Акмолинская область
48,30,9,Other,КАМАЗ,Грузовые,Слева,Прочие,10724,Не инвалид,38,12,Unknown
59,20,8,Other,КАМАЗ,Грузовые,Слева,Серый,14255,Не инвалид,44,12,Акмолинская область
42,12,7,Other,КАМАЗ,Грузовые,Слева,Прочие,6132,Не инвалид,34,6,Акмолинская область
44,20,8,Other,КАМАЗ,Грузовые,Слева,Прочие,7665,Не инвалид,40,6,Акмолинская область
61,43,9,Other,КАМАЗ,Грузовые,Слева,Прочие,11663,Не инвалид,21,12,Unknown
39,11,9,Other,КАМАЗ,Грузовые,Слева,Прочие,10644,Не инвалид,37,12,Unknown
55,25,8,Other,КАМАЗ,Грузовые,Слева,Прочие,31965,Не инвалид,21,12,Алматинская область
58,19,9,Other,КАМАЗ,Грузовые,Слева,Прочие,27122,Не инвалид,18,12,Алматинская область
43,19,9,Other,КАМАЗ,Грузовые,Слева,Прочие,10644,Не инвалид,23,12,Акмолинская область
38,18,8,Other,КАМАЗ,Грузовые,Слева,Белый,13253,Не инвалид,12,12,Актюбинская область
49,29,9,Other,КАМАЗ,Грузовые,Слева,Прочие,13063,Не инвалид,19,12,Unknown
58,40,8,Other,КАМАЗ,Грузовые,Слева,Белый,8161,Не инвалид,43,6,Северо-Казахстанская область
37,9,8,Other,КАМАЗ,Грузовые,Слева,Прочие,24101,Не инвалид,39,9,Алматинская область
64,21,5,Other,КАМАЗ,Грузовые,Слева,Прочие,13685,Инвалид ,33,12,Unknown
48,21,5,Other,КАМАЗ,Грузовые,Слева,Прочие,323,Не инвалид,19,1,Unknown
40,20,9,Other,КАМАЗ,Грузовые,Слева,Прочие,10644,Не инвалид,34,12,Акмолинская область
40,6,8,Other,КАМАЗ,Грузовые,Слева,Прочие,23758,Не инвалид,19,12,Астана
33,14,8,Other,КАМАЗ,Грузовые,Слева,Прочие,14579,Не инвалид,31,12,Актюбинская область
44,20,9,Other,КАМАЗ,Грузовые,Слева,Прочие,22174,Не инвалид,38,12,Костанайская область
35,6,7,Other,Lada,Легковые автомобили,Слева,Белый,17793,Не инвалид,15,10,Алматинская область
40,20,9,Other,Lada,Легковые автомобили,Слева,Белый,5263,Не инвалид,14,7,Актюбинская область
40,20,9,Other,Lada,Легковые автомобили,Слева,Белый,5008,Не инвалид,14,7,Актюбинская область
57,19,9,Other,Lada,Легковые автомобили,Слева,Прочие,10586,Не инвалид,15,12,Астана
41,20,7,21074,Lada,Легковые автомобили,Слева,Белый,12098,Не инвалид,17,12,Астана
77,10,8,Other,Lada,Легковые автомобили,Слева,Прочие,179,Инвалид ,12,1,Unknown
77,10,8,Other,Lada,Легковые автомобили,Слева,Прочие,2722,Инвалид ,12,12,Unknown
34,12,8,21074,Lada,Легковые автомобили,Слева,Белый,11490,Не инвалид,17,12,Unknown
58,20,8,Other,Lada,Легковые автомобили,Слева,Серый,11663,Не инвалид,14,12,Unknown
84,19,8,Other,Lada,Легковые автомобили,Слева,Прочие,2722,Инвалид ,15,12,Костанайская область
45,24,3,Other,Lada,Легковые автомобили,Слева,Прочие,9280,Не инвалид,14,12,Актюбинская область
45,19,9,Other,Lada,Легковые автомобили,Слева,Серый,10586,Не инвалид,13,12,Астана
79,39,7,Other,Lada,Легковые автомобили,Слева,Белый,12098,Не инвалид,14,12,Астана
29,11,6,Other,Lada,Легковые автомобили,Слева,Прочие,9280,Не инвалид,15,12,Актюбинская область
81,20,9,Other,Lada,Легковые автомобили,Слева,Прочие,3248,Инвалид ,19,12,Актюбинская область
32,14,8,Other,Lada,Легковые автомобили,Слева,Черный,9280,Не инвалид,18,12,Актюбинская область
50,17,9,Other,Lada,Легковые автомобили,Слева,Прочие,14243,Не инвалид,13,12,Алматинская область
52,33,9,Other,Lada,Легковые автомобили,Слева,Прочие,10586,Не инвалид,13,12,Астана
44,19,8,Other,Lada,Легковые автомобили,Слева,Прочие,6032,Не инвалид,13,12,Западно-Казахстанская область
59,19,7,21074,Lada,Легковые автомобили,Слева,Белый,4094,Не инвалид,19,6,Актюбинская область
62,15,9,Other,Lada,Легковые автомобили,Слева,Прочие,10586,Не инвалид,13,12,Астана
54,23,9,Other,Lada,Легковые автомобили,Слева,Белый,6496,Не инвалид,13,12,Актюбинская область
32,13,3,Other,Lada,Легковые автомобили,Слева,Белый,11559,Не инвалид,13,10,Астана
34,15,8,Other,Lada,Легковые автомобили,Слева,Черный,6960,Не инвалид,15,12,Алматинская область
45,26,8,Other,Lada,Легковые автомобили,Слева,Белый,11342,Не инвалид,13,12,Астана
43,14,9,Other,Lada,Легковые автомобили,Слева,Белый,6407,Не инвалид,14,12,Актюбинская область
49,20,8,Other,Lada,Легковые автомобили,Слева,Прочие,11342,Не инвалид,13,12,Астана
52,26,9,Other,Lada,Легковые автомобили,Слева,Черный,3529,Не инвалид,18,6,Северо-Казахстанская область
57,22,3,Other,Lada,Легковые автомобили,Слева,Прочие,15122,Не инвалид,15,12,Астана
34,15,8,Other,Lada,Легковые автомобили,Слева,Белый,6805,Не инвалид,12,12,Акмолинская область
34,16,9,21074,Lada,Легковые автомобили,Слева,Белый,6496,Не инвалид,18,12,Актюбинская область
55,17,8,Other,Lada,Легковые автомобили,Слева,Черный,9744,Не инвалид,16,12,Актюбинская область
55,17,8,Other,Lada,Легковые автомобили,Слева,Белый,9744,Не инвалид,14,12,Актюбинская область
43,21,5,Other,Lada,Легковые автомобили,Слева,Белый,8352,Не инвалид,14,12,Актюбинская область
48,30,9,Other,Lada,Легковые автомобили,Слева,Прочие,4503,Не инвалид,18,9,Актюбинская область
44,11,8,Other,Lada,Легковые автомобили,Слева,Синий,11342,Не инвалид,12,12,Астана
27,8,5,Other,Lada,Легковые автомобили,Слева,Прочие,5902,Не инвалид,13,6,Unknown
70,46,8,Other,Lada,Легковые автомобили,Слева,Синий,5671,Инвалид ,13,12,Астана
35,16,5,Other,Lada,Легковые автомобили,Слева,Черный,4187,Не инвалид,13,6,Актюбинская область
56,9,7,Other,Lada,Легковые автомобили,Слева,Серый,12098,Не инвалид,13,12,Акмолинская область
41,13,7,Other,Lada,Легковые автомобили,Слева,Прочие,2978,Не инвалид,19,6,Unknown
68,19,8,Other,Lada,Легковые автомобили,Слева,Прочие,11342,Инвалид ,15,12,Астана
50,31,9,21074,Lada,Легковые автомобили,Слева,Белый,6496,Не инвалид,17,12,Актюбинская область
47,18,7,Other,Lada,Легковые автомобили,Слева,Прочие,6066,Не инвалид,15,6,Астана
79,20,7,Other,Lada,Легковые автомобили,Слева,Прочие,8139,Инвалид ,15,12,Алматинская область
42,24,5,Other,Lada,Легковые автомобили,Слева,Прочие,13610,Не инвалид,13,12,Астана
31,13,4,Other,Lada,Легковые автомобили,Слева,Прочие,8816,Не инвалид,13,12,Актюбинская область
31,6,4,Other,Lada,Легковые автомобили,Слева,Черный,6896,Не инвалид,13,12,Акмолинская область
41,19,9,Other,Lada,Легковые автомобили,Слева,Прочие,7843,Не инвалид,14,12,Павлодарская область
84,29,5,Other,Lada,Легковые автомобили,Слева,Белый,5042,Инвалид ,18,12,Павлодарская область
62,15,2,Other,Lada,Легковые автомобили,Слева,Прочие,6417,Не инвалид,13,6,Северо-Казахстанская область
64,46,7,Other,Lada,Легковые автомобили,Слева,Белый,9280,Не инвалид,12,12,Актюбинская область
69,11,7,Other,Lada,Легковые автомобили,Слева,Белый,8139,Инвалид ,14,12,Алматинская область
76,20,8,Other,Lada,Легковые автомобили,Слева,Белый,5671,Инвалид ,13,12,Астана
65,47,8,Other,Lada,Легковые автомобили,Слева,Белый,6960,Инвалид ,13,12,Актюбинская область
35,17,6,Other,Lada,Легковые автомобили,Слева,Белый,17294,Не инвалид,13,12,Алматинская область
60,25,8,Other,Lada,Легковые автомобили,Слева,Белый,3480,Инвалид ,14,12,Актюбинская область
60,3,9,Other,Lada,Легковые автомобили,Слева,Белый,6122,Не инвалид,13,12,Актюбинская область
49,30,7,Other,Lada,Легковые автомобили,Слева,Прочие,7259,Не инвалид,13,12,Акмолинская область
43,19,9,Other,Lada,Легковые автомобили,Слева,Прочие,15667,Не инвалид,13,12,Unknown
38,10,9,Other,Lada,Легковые автомобили,Слева,Белый,10586,Не инвалид,13,12,Астана
52,11,8,Other,Lada,Легковые автомобили,Слева,Черный,7309,Не инвалид,14,6,Актюбинская область
45,13,9,Other,Lada,Легковые автомобили,Слева,Прочие,5081,Не инвалид,13,12,Астана
37,19,8,Other,Lada,Легковые автомобили,Слева,Черный,2729,Не инвалид,14,6,Акмолинская область
65,20,8,Other,Lada,Легковые автомобили,Слева,Прочие,6960,Инвалид ,16,12,Актюбинская область
78,11,8,Other,Lada,Легковые автомобили,Слева,Белый,5671,Инвалид ,18,12,Астана
36,18,7,Other,Lada,Легковые автомобили,Слева,Черный,12098,Не инвалид,13,12,Астана
28,9,6,Other,Lada,Легковые автомобили,Слева,Белый,6767,Не инвалид,12,6,Астана
40,21,9,Other,Lada,Легковые автомобили,Слева,Черный,79,Не инвалид,13,1,Астана
37,7,3,Other,Lada,Легковые автомобили,Слева,Прочие,15878,Не инвалид,12,12,Астана
68,29,8,Other,Lada,Легковые автомобили,Слева,Синий,11342,Инвалид ,13,12,Астана
61,22,9,Other,Lada,Легковые автомобили,Слева,Белый,6496,Не инвалид,13,12,Актюбинская область
56,10,8,Other,Lada,Легковые автомобили,Слева,Прочие,6960,Не инвалид,13,12,Актюбинская область
39,3,9,Other,Lada,Легковые автомобили,Слева,Белый,2823,Не инвалид,13,6,Западно-Казахстанская область
52,30,8,Other,Lada,Легковые автомобили,Слева,Черный,11342,Не инвалид,13,12,Астана
30,10,6,Other,Lada,Легковые автомобили,Слева,Черный,6626,Не инвалид,14,12,Актюбинская область
67,43,9,Other,Lada,Легковые автомобили,Слева,Прочие,3248,Инвалид ,19,12,Актюбинская область
35,17,4,Other,Lada,Легковые автомобили,Слева,Белый,9527,Не инвалид,13,12,Акмолинская область
39,19,8,Other,Lada,Легковые автомобили,Слева,Белый,9744,Не инвалид,15,12,Актюбинская область
41,16,8,Other,Lada,Легковые автомобили,Слева,Черный,6066,Не инвалид,13,6,Астана
38,19,8,Other,Lada,Легковые автомобили,Слева,Белый,5686,Не инвалид,13,6,Акмолинская область
47,15,7,Other,Lada,Легковые автомобили,Слева,Прочие,7241,Не инвалид,14,12,Акмолинская область
31,13,6,Other,Lada,Легковые автомобили,Слева,Прочие,7888,Не инвалид,14,12,Актюбинская область
52,17,9,Other,Lada,Легковые автомобили,Слева,Прочие,7424,Не инвалид,15,12,Актюбинская область
57,39,8,Other,Lada,Легковые автомобили,Слева,Белый,9697,Не инвалид,14,12,Актюбинская область
34,15,9,Other,Lada,Легковые автомобили,Слева,Черный,7424,Не инвалид,13,12,Актюбинская область
69,33,8,Other,Lada,Легковые автомобили,Слева,Прочие,11342,Не инвалид,17,12,Астана
32,14,3,Other,Lada,Легковые автомобили,Слева,Белый,3639,Не инвалид,14,6,Акмолинская область
75,48,9,21074,Lada,Легковые автомобили,Слева,Прочие,3248,Инвалид ,14,12,Актюбинская область
68,17,1,Other,Lada,Легковые автомобили,Слева,Белый,14383,Не инвалид,13,12,Актюбинская область
49,9,8,Other,Other,Легковые автомобили,Слева,Прочие,5988,Не инвалид,46,12,Северо-Казахстанская область
71,53,8,Other,Other,Легковые автомобили,Слева,Красный,3261,Инвалид ,42,12,Мангистауская область
84,21,3,Other,Other,Легковые автомобили,Слева,Желтый,2013,Инвалид ,47,6,Акмолинская область
51,21,8,Other,Other,Легковые автомобили,Слева,Прочие,19024,Не инвалид,48,12,Алматинская область
86,10,8,Other,Other,Легковые автомобили,Слева,Красный,2994,Инвалид ,40,12,Акмолинская область
59,15,9,Other,Other,Легковые автомобили,Слева,Прочие,5589,Не инвалид,36,12,Акмолинская область
62,18,6,Other,Other,Легковые автомобили,Слева,Прочие,3393,Приравн.Лицо ,36,12,Акмолинская область
78,18,8,Other,Other,Легковые автомобили,Слева,Прочие,2994,Инвалид ,51,12,Акмолинская область
32,12,8,Other,Other,Легковые автомобили,Слева,Прочие,7542,Не инвалид,38,12,Северо-Казахстанская область
59,21,9,Other,Other,Легковые автомобили,Слева,Прочие,5589,Не инвалид,41,12,Unknown
59,17,8,Other,Other,Легковые автомобили,Слева,Белый,2802,Пенсионер ,35,6,Восточно-Казахстанская область
57,38,5,Other,Other,Легковые автомобили,Слева,Прочие,7186,Не инвалид,47,12,Костанайская область
42,20,8,Other,Other,Легковые автомобили,Слева,Синий,16786,Не инвалид,57,12,Алматинская область
66,42,9,Other,Other,Легковые автомобили,Слева,Прочие,11644,Не инвалид,63,12,Астана
30,12,7,Other,Other,Легковые автомобили,Слева,Белый,8282,Не инвалид,35,12,Павлодарская область
66,29,6,Other,Other,Легковые автомобили,Слева,Белый,4286,Не инвалид,35,6,Северо-Казахстанская область
52,21,6,Other,Other,Легковые автомобили,Слева,Белый,19024,Не инвалид,39,12,Алматинская область
39,9,4,Other,Other,Легковые автомобили,Слева,Прочие,14007,Не инвалид,36,12,Костанайская область
82,11,9,Other,Other,Легковые автомобили,Слева,Прочие,2795,Инвалид ,53,12,Астана
62,21,9,Other,Other,Легковые автомобили,Слева,Прочие,10321,Не инвалид,36,12,Костанайская область
55,34,9,Other,Other,Легковые автомобили,Слева,Прочие,10374,Не инвалид,37,12,Восточно-Казахстанская область
78,20,8,Other,Other,Легковые автомобили,Слева,Прочие,3941,Инвалид ,40,12,Карагандинская область
41,18,8,Other,Other,Легковые автомобили,Слева,Прочие,3002,Не инвалид,41,6,Акмолинская область
33,14,8,Other,Other,Легковые автомобили,Слева,Синий,11062,Не инвалид,41,12,Северо-Казахстанская область
70,20,9,Other,Other,Легковые автомобили,Слева,Прочие,10321,Инвалид ,47,12,Костанайская область
38,18,9,Other,Other,Грузовые,Слева,Белый,12246,Не инвалид,21,12,Актюбинская область
57,15,4,Other,Other,Грузовые,Слева,Белый,18466,Не инвалид,21,12,Актюбинская область
59,19,9,Other,Other,Грузовые,Слева,Прочие,10644,Не инвалид,39,12,Акмолинская область
40,12,8,Other,Other,Грузовые,Слева,Прочие,11404,Не инвалид,37,12,Акмолинская область
58,39,6,Other,Other,Грузовые,Слева,Прочие,24639,Не инвалид,36,11,Астана
82,20,9,Other,Москвич,Легковые автомобили,Слева,Прочие,2795,Инвалид ,45,12,Акмолинская область
41,19,8,Other,Москвич,Легковые автомобили,Слева,Прочие,6388,Не инвалид,48,12,Северо-Казахстанская область
38,20,7,Other,Москвич,Легковые автомобили,Слева,Прочие,3203,Не инвалид,45,6,Акмолинская область
