Age,Driving_experience,Bonus_Malus,Model,Brand,Vehicle_type,Steering_wheel_location,Color,Insurance_premium,Privileges,Car_age,Insurance_months,Region
47,6,3,Other,Москвич,Легковые автомобили,Слева,Синий,5294,Не инвалид,50,6,Северо-Казахстанская область
70,20,8,Other,Москвич,Легковые автомобили,Слева,Прочие,2994,Инвалид ,38,12,Акмолинская область
51,10,5,Other,Москвич,Легковые автомобили,Слева,Красный,3593,Приравн.Лицо ,43,12,Акмолинская область
40,12,4,Other,Москвич,Легковые автомобили,Слева,Прочие,3803,Не инвалид,49,6,Акмолинская область
36,7,4,Other,Москвич,Легковые автомобили,Слева,Прочие,7412,Не инвалид,39,6,Unknown
68,20,8,Other,Москвич,Легковые автомобили,Слева,Прочие,3783,Инвалид ,34,6,Акмолинская область
66,28,9,Other,Москвич,Легковые автомобили,Слева,Прочие,5589,Не инвалид,34,12,Unknown
66,28,9,Other,Москвич,Легковые автомобили,Слева,Прочие,6388,Не инвалид,34,12,Unknown
75,56,9,Other,Москвич,Легковые автомобили,Слева,Желтый,3043,Инвалид ,34,12,Мангистауская область
31,12,3,Other,Москвич,Легковые автомобили,Слева,Прочие,14744,Не инвалид,42,12,Костанайская область
64,21,9,Other,Москвич,Легковые автомобили,Слева,Белый,5589,Не инвалид,34,12,Unknown
72,54,8,Other,Москвич,Легковые автомобили,Слева,Прочие,3828,Инвалид ,38,12,Актюбинская область
51,20,7,Other,Москвич,Легковые автомобили,Слева,Прочие,6388,Не инвалид,49,12,Актюбинская область
85,32,3,Other,Москвич,Легковые автомобили,Слева,Прочие,2002,Инвалид ,37,6,Северо-Казахстанская область
44,21,9,Other,Москвич,Легковые автомобили,Слева,Прочие,7145,Не инвалид,49,12,Актюбинская область
80,19,8,Other,Москвич,Легковые автомобили,Слева,Прочие,8393,Инвалид Пенсионер ,35,12,Алматинская область
52,12,8,Other,Москвич,Легковые автомобили,Слева,Прочие,5988,Не инвалид,40,12,Акмолинская область
83,20,7,Other,Москвич,Легковые автомобили,Слева,Прочие,2058,Пенсионер ,52,6,Актюбинская область
63,11,8,Other,Москвич,Легковые автомобили,Слева,Прочие,5988,Не инвалид,41,12,Северо-Казахстанская область
81,20,9,Other,Москвич,Легковые автомобили,Слева,Белый,7126,Инвалид ,41,12,Северо-Казахстанская область
73,19,8,Other,Москвич,Легковые автомобили,Слева,Белый,1509,Инвалид ,46,6,Астана
63,9,8,Other,Москвич,Легковые автомобили,Слева,Желтый,5988,Инвалид ,41,12,Unknown
33,13,6,Other,Москвич,Легковые автомобили,Слева,Прочие,3403,Не инвалид,40,6,Акмолинская область
47,10,8,Other,Москвич,Легковые автомобили,Слева,Прочие,11115,Не инвалид,38,12,Восточно-Казахстанская область
48,21,9,Other,Москвич,Легковые автомобили,Слева,Белый,5632,Не инвалид,36,12,Unknown
75,55,8,Other,Москвич,Легковые автомобили,Слева,Коричневый,2994,Инвалид ,40,12,Unknown
48,19,9,Other,Москвич,Легковые автомобили,Слева,Белый,10644,Не инвалид,31,12,Астана
60,20,7,Other,Москвич,Легковые автомобили,Слева,Белый,3203,Не инвалид,46,6,Акмолинская область
60,19,9,Other,Москвич,Легковые автомобили,Слева,Прочие,2802,Не инвалид,40,6,Актюбинская область
31,7,3,Other,Москвич,Легковые автомобили,Слева,Прочие,4203,Не инвалид,39,6,Акмолинская область
71,21,8,Other,Москвич,Легковые автомобили,Слева,Прочие,2994,Инвалид ,51,12,Акмолинская область
80,20,8,Other,Москвич,Легковые автомобили,Слева,Прочие,2994,Инвалид ,51,12,Акмолинская область
54,21,8,Other,Москвич,Легковые автомобили,Слева,Прочие,5988,Не инвалид,39,12,Акмолинская область
69,19,5,Other,Москвич,Легковые автомобили,Слева,Белый,4593,Инвалид ,33,12,Актюбинская область
61,33,9,Other,Москвич,Легковые автомобили,Слева,Прочие,5589,Не инвалид,40,12,Акмолинская область
38,19,8,Other,Москвич,Легковые автомобили,Слева,Красный,6522,Не инвалид,62,12,Мангистауская область
53,19,9,Other,Москвич,Легковые автомобили,Слева,Белый,5589,Не инвалид,55,12,Unknown
44,12,9,Other,Москвич,Легковые автомобили,Слева,Серый,19654,Не инвалид,30,12,Костанайская область
48,24,7,Other,Москвич,Легковые автомобили,Слева,Прочие,6388,Не инвалид,48,12,Алматинская область
66,27,9,Other,Москвич,Легковые автомобили,Слева,Прочие,5988,Инвалид ,38,12,Акмолинская область
48,20,7,Other,Москвич,Легковые автомобили,Слева,Прочие,4056,Не инвалид,32,6,Северо-Казахстанская область
38,13,5,Other,Москвич,Легковые автомобили,Слева,Прочие,7186,Не инвалид,38,12,Unknown
24,6,3,Other,Москвич,Легковые автомобили,Слева,Белый,8783,Не инвалид,41,12,Акмолинская область
37,10,9,Other,Москвич,Легковые автомобили,Слева,Красный,7585,Не инвалид,43,12,Акмолинская область
34,11,7,Other,Москвич,Легковые автомобили,Слева,Прочие,6388,Не инвалид,48,12,Unknown
53,20,9,Other,Москвич,Легковые автомобили,Слева,Красный,5589,Не инвалид,36,12,Акмолинская область
60,31,8,Other,Москвич,Легковые автомобили,Слева,Белый,5988,Не инвалид,39,12,Unknown
41,21,8,Other,Москвич,Легковые автомобили,Слева,Прочие,5988,Не инвалид,42,12,Акмолинская область
82,18,8,Other,Москвич,Легковые автомобили,Слева,Красный,2994,Инвалид ,40,12,Акмолинская область
27,7,4,Other,Москвич,Легковые автомобили,Слева,Прочие,5229,Не инвалид,37,6,Акмолинская область
77,20,7,Other,Москвич,Легковые автомобили,Слева,Прочие,3194,Инвалид ,40,12,Акмолинская область
59,21,3,Other,Москвич,Легковые автомобили,Слева,Желтый,7635,Не инвалид,46,12,Акмолинская область
84,10,9,Other,Москвич,Легковые автомобили,Слева,Прочие,2795,Инвалид ,40,12,Unknown
77,41,8,Other,Москвич,Легковые автомобили,Слева,Прочие,1877,Инвалид ,25,6,Акмолинская область
84,20,6,Other,Москвич,Легковые автомобили,Слева,Прочие,3393,Инвалид ,46,12,Акмолинская область
67,42,9,Other,Москвич,Легковые автомобили,Слева,Синий,6087,Инвалид ,48,12,Мангистауская область
67,42,9,Other,Москвич,Легковые автомобили,Слева,Прочие,6087,Инвалид ,44,12,Мангистауская область
